layer,table,col,data_type,nullable,pkey,fkey,description,keep,keep_in_rag,domain,synonyms,column_type,aggregation,schema,enum
gold,crm_deal_quotation_products,quotation_id,varchar,1,,1.0,Mã định danh duy nhất của báo giá trong giao dịch CRM.,True,False,crm,mã báo giá;quotation id;ID báo giá;quotation identifier;Mã định danh báo giá;quote number;số báo giá;quote ID;Mã báo giá;quotation reference,id,count_distinct,crm,
gold,crm_deal_quotation_products,quotation_lang,varchar,1,,,Ngôn ngữ được sử dụng để tạo ra báo giá cho khách hàng.,True,False,crm,ngôn ngữ báo giá;quotation language;ngôn ngữ của báo giá;quote language;ngôn ngữ;language;ngôn ngữ báo giá trong CRM;quotation locale;ngôn ngữ tài liệu báo giá,dimension,count;count_distinct,crm,vi ; en
gold,crm_deal_quotation_products,quotation_status,varchar,1,,,Trạng thái hiện tại của báo giá trong quy trình CRM.,True,False,crm,trạng thái báo giá;tình trạng báo giá;status báo giá;quotation status;quote status;trạng thái báo giá hiện tại;status of quotation;quote condition;trạng thái báo giá trong CRM,dimension,count;count_distinct,crm,Requested
gold,crm_deal_quotation_products,product_unit,varchar,1,,,Đơn vị tính của sản phẩm trong báo giá.,True,False,crm,đơn vị;đơn vị tính;đơn vị đo lường;đơn vị sản phẩm;unit;unit of measure;UOM;measurement unit;đơn vị bán;unit of product,dimension,count;count_distinct,crm,Website ; Package ; Device ; Events / s ; PC / Desktop ; Server ; IP ; gói ; Point ; Server / Workstation ; Device IP ; phần mềm ; PC ; Gbps ; Account ; Email account ; Site ; User ; thiết bị ; Desktop ; Domain
gold,crm_deal_quotation_products,vat,integer,1,,,Thuế giá trị gia tăng (%) áp dụng cho sản phẩm trong báo giá.,True,False,finance,thuế VAT;thuế GTGT;thuế giá trị gia tăng;tỷ lệ VAT;tỷ lệ thuế;VAT;VAT %;tax rate;VAT percentage;value added tax,dimension,count;count_distinct,crm,
gold,crm_deal_quotations,created_at,timestamp(3),0,,,Thời điểm tạo báo giá trong hệ thống CRM.,True,False,crm,ngày tạo;thời gian tạo;thời điểm tạo báo giá;ngày tạo báo giá;thời gian tạo báo giá;creation date;created at;quotation creation time;when was the quotation created,time,none,crm,
gold,crm_deal_quotations,currency_code,varchar,1,,,Mã tiền tệ được sử dụng cho báo giá trong CRM.,True,False,crm,Mã tiền tệ;Currency code;Mã tiền tệ của báo giá;Currency;Đơn vị tiền tệ;Currency identifier;Mã tiền tệ trong CRM;Currency symbol,dimension,count;count_distinct,crm,
gold,crm_deal_quotations,deal_id,varchar,0,,1.0,Mã định danh duy nhất của giao dịch (deal) trong hệ thống CRM.,True,False,crm,Mã giao dịch;Deal ID;Mã deal;Deal identifier;Mã định danh giao dịch;Transaction ID;Mã giao dịch CRM;Deal code;Mã số giao dịch;Deal number,id,count_distinct,crm,
gold,crm_deal_quotations,global_discount,double,1,,,Mức chiết khấu toàn cục được áp dụng cho báo giá trong giao dịch.,True,False,crm,chiết khấu toàn cục;global discount;discount amount;discount rate;overall discount;chiết khấu chung;giảm giá toàn bộ;total discount;overall discount percentage;discount toàn bộ,metric,sum;avg;min;max,crm,
gold,crm_deal_quotations,global_discount_type,varchar,1,,,Loại giảm giá toàn cục được áp dụng cho báo giá trong CRM.,True,False,crm,loại giảm giá;kiểu chiết khấu;hình thức giảm giá;phương thức chiết khấu;discount type;global discount type;type of discount;discount category;loại chiết khấu toàn cục;kiểu giảm giá toàn bộ,dimension,count;count_distinct,crm,percent ; amount ; None
gold,crm_deal_quotations,quotation_id,varchar,0,1.0,,Mã định danh duy nhất của báo giá trong hệ thống CRM.,True,False,crm,mã báo giá;ID báo giá;quotation_id;quotation id;quote number;Mã trích dẫn;quote identifier;Mã báo giá CRM;quotation identifier,id,count_distinct,crm,
gold,crm_deal_quotations,status,varchar,1,,,Trạng thái hiện tại của báo giá trong giao dịch CRM.,True,False,crm,trạng thái báo giá;tình trạng báo giá;status báo giá;quotation status;quote status;trạng thái;tình trạng;status;status của báo giá;status of quotation,dimension,count;count_distinct,crm,Requested ; None
gold,crm_deal_quotations,tlang,varchar,1,,,Ngôn ngữ được sử dụng cho báo giá trong giao dịch.,True,False,crm,ngôn ngữ báo giá;quotation language;ngôn ngữ;language;mã ngôn ngữ;language code;tlang;ngôn ngữ giao dịch;deal language;ngôn ngữ của báo giá,dimension,count;count_distinct,crm,vi ; en ; None
gold,crm_deal_reasons,id,varchar,0,1.0,,Mã định danh duy nhất cho mỗi lý do giao dịch trong CRM.,True,False,crm,Mã ID;Identifier;Deal reason ID;Mã lý do giao dịch;Reason ID;Mã duy nhất;Unique identifier;ID của lý do,id,count_distinct,crm,
gold,crm_deal_reasons,reason_name,varchar,0,,,Tên lý do mà khách hàng hoặc nhân viên ghi nhận khi giao dịch không thành công.,True,False,crm,lý do giao dịch;reason;deal reason;nguyên nhân giao dịch;nguyên nhân mất giao dịch;deal loss reason;nguyên nhân không thành công;reason name;Tên lý do;lý do không chốt,dimension,count;count_distinct,crm,JUNK LEAD ; APPOINTMENT MISSED ; NO REQUIREMENT ; PRICE IS TOO HIGH ; NEED ONLY IN FUTURE ; NOT INTERESTED ; NO PROPER FOLLOW-UP ; PRODUCT NOT SATISFYING ; OPTED OUR RIVAL
silver,crm_deals,contract_type,varchar,1,,,Loại hợp đồng mô tả hình thức hoặc nhóm của hợp đồng ký kết với khách hàng.,True,False,crm,loại hợp đồng;kiểu hợp đồng;dạng hợp đồng;hình thức hợp đồng;contract type;contract category;agreement type;type of contract;contract kind;category of contract,dimension,count;count_distinct,crm,'New' ; 'Upsales' ; 'Renew'
gold,crm_deals,am_user_id,varchar,1,,1.0,Mã người dùng của nhân viên quản lý tài khoản chịu trách nhiệm giao dịch.,True,False,crm,mã nhân viên AM;ID người quản lý tài khoản;am_user_id;account manager user id;AM user ID;account manager ID;sales rep ID;người dùng AM,id,count_distinct,crm,
gold,crm_deals,am_username,varchar,1,,,Tên đăng nhập của người quản lý tài khoản (Account Manager) phụ trách giao dịch.,True,False,crm,tên đăng nhập AM;account manager username;AM username;username của AM;tên người quản lý tài khoản;sales rep login;who is the account manager;ai là người phụ trách,dimension,count;count_distinct,crm,
gold,crm_deals,bidding_required,boolean,1,,,Cho biết liệu giao dịch có yêu cầu đấu thầu hay không.,True,False,crm,có cần đấu thầu;cần đấu thầu;đấu thầu có bắt buộc;yêu cầu đấu thầu;đấu thầu có yêu cầu;bidding required;require bidding;is bidding needed;needs bidding,dimension,count;count_distinct,crm,
gold,crm_deals,budget_amount,"decimal(18,2)",1,,,"Ngân sách dự kiến cho giao dịch, giúp đánh giá kế hoạch chi tiêu.",True,False,sales,ngân sách giao dịch;budget amount;budget;budgeted amount;giá trị ngân sách;số tiền ngân sách;tiền dự trù;deal budget;budgeted deal amount,metric,sum;avg;min;max,crm,
gold,crm_deals,channel,varchar,1,,,"Kênh mà giao dịch được thực hiện, thể hiện cách thức tiếp cận hoặc bán hàng.",True,False,crm,channel;sales channel;kênh bán hàng;kênh tiếp cận;kênh giao dịch;đường bán hàng;phương thức bán hàng;đường tiếp cận khách hàng,dimension,count;count_distinct,crm,Direct ; Partner
gold,crm_deals,closed_date,timestamp(3),1,,,Ngày mà giao dịch được đóng hoặc ký hợp đồng.,True,False,crm,ngày đóng;ngày kết thúc giao dịch;ngày ký hợp đồng;ngày chốt;ngày hoàn thành;closed date;deal close date;contract signing date;closing date;deal closure date,time,none,crm,
gold,crm_deals,company_address,varchar,1,,,Địa chỉ của công ty khách hàng trong giao dịch.,True,False,crm,địa chỉ công ty;địa chỉ khách hàng;company address;address of the company;company location;địa chỉ doanh nghiệp;address;địa chỉ trụ sở;where is the company located,dimension,count;count_distinct,crm,
gold,crm_deals,company_alias,varchar,0,,,Tên viết tắt hoặc biệt danh của công ty trong hệ thống CRM.,True,False,crm,tên viết tắt công ty;company alias;biệt danh công ty;company nickname;tên ngắn gọn công ty;company short name;tên thay thế công ty;company alternative name;tên gọi khác;company other name,dimension,count;count_distinct,crm,
gold,crm_deals,company_contact,varchar,1,,,Tên người đại diện hoặc người liên hệ của công ty trong giao dịch.,True,False,crm,liên hệ công ty;người liên hệ;đại diện công ty;contact person;company contact;người phụ trách;tên người liên hệ;contact name,dimension,count;count_distinct,crm,None ; ...
gold,crm_deals,company_country,varchar,1,,,Quốc gia của công ty khách hàng trong giao dịch.,True,False,crm,quốc gia công ty;country of company;company country;nước công ty;quốc gia khách hàng;client country;country;nation of client;địa chỉ quốc gia,dimension,count;count_distinct,crm,None ; Philippines ; Japan ; South Africa ; Vietnam ; Laos
gold,crm_deals,company_id,varchar,1,,1.0,Mã định danh duy nhất của công ty liên quan đến giao dịch.,True,False,crm,Mã công ty;Company ID;ID công ty;Company code;Mã khách hàng;Company identifier;Mã doanh nghiệp;Company key;Mã công ty trong CRM,id,count_distinct,crm,
gold,crm_deals,company_name,varchar,0,,,Tên công ty hoặc khách hàng liên quan đến giao dịch.,True,False,crm,tên công ty;tên doanh nghiệp;tên khách hàng;company name;business name;client name;tên đối tác;tên công ty trong giao dịch,dimension,count;count_distinct,crm,
gold,crm_deals,company_province,varchar,1,,,Tỉnh hoặc thành phố nơi công ty khách hàng đặt trụ sở.,True,False,crm,tỉnh công ty;province of company;địa chỉ tỉnh;company province;province;tỉnh;client province;province of client;địa chỉ tỉnh công ty;company's province,dimension,count;count_distinct,crm,None ; Thành phố Hà Nội ; Thành phố Hồ Chí Minh ; Tỉnh Đồng Nai ; Thành phố Đà Nẵng ; Tỉnh Quảng Ninh ; Tỉnh Lâm Đồng ; Tỉnh Khánh Hòa ; Tỉnh Tây Ninh ; Tỉnh Quảng Ngãi ; Tỉnh Cà Mau ; Tỉnh Lai Châu ; Thành phố Hải Phòng ; Tỉnh Nghệ An ; Tỉnh Phú Thọ
gold,crm_deals,contract_duration_month,bigint,1,,,Thời gian ký kết hợp đồng tính bằng số tháng.,True,False,sales,thời gian hợp đồng (tháng);độ dài hợp đồng (tháng);contract duration month;contract length in months;contract term (months);số tháng hợp đồng;duration of contract;hợp đồng kéo dài bao nhiêu tháng,metric,sum;avg;min;max,crm,
gold,crm_deals,contract_id,bigint,1,,1.0,Mã định danh duy nhất của hợp đồng trong hệ thống CRM.,True,False,crm,contract_id;Mã hợp đồng;Contract number;Số hợp đồng;Contract identifier;ID hợp đồng;Contract key;Mã định danh hợp đồng;Contract reference;Mã hợp đồng CRM,id,count_distinct,crm,
gold,crm_deals,created_at,timestamp(3),1,,,Thời điểm tạo giao dịch trong hệ thống CRM.,True,False,crm,ngày tạo;thời gian tạo;thời điểm tạo;created_at;creation time;created date;deal creation timestamp;thời điểm khởi tạo;timestamp tạo;when was the deal created,time,none,crm,
gold,crm_deals,currency_amount,"decimal(18,2)",1,,,Giá trị giao dịch theo đơn vị tiền tệ gốc tương ứng trong cột currency_code.,True,False,sales,số tiền;giá trị tiền tệ;giá trị giao dịch;tiền giao dịch;deal amount;transaction amount;currency amount;deal value;amount in currency;tổng tiền,metric,sum;avg;min;max,crm,
gold,crm_deals,currency_code,varchar,1,,,Mã tiền tệ được sử dụng cho giao dịch trong CRM.,True,False,crm,mã tiền tệ;currency code;mã tiền;currency;đơn vị tiền tệ;currency abbreviation;đơn vị tiền tệ giao dịch;transaction currency;tiền tệ giao dịch;currency symbol,dimension,count;count_distinct,crm,
gold,crm_deals,customer_group,varchar,1,,,Nhóm khách hàng theo mức độ ưu tiên,True,False,crm,nhóm khách hàng;customer group;phân khúc khách hàng;customer segment;loại khách hàng;customer type;đối tượng khách hàng;customer category;nhóm khách hàng mục tiêu;target customer group,dimension,count;count_distinct,crm,'VVIP' ; 'VIP' ; 'Growth' ; 'Standard'
gold,crm_deals,days_to_close,integer,1,,,Số ngày từ khi tạo đến khi giao dịch đóng thành công.,True,False,crm,số ngày để đóng;days to close;thời gian chốt;closing days;thời gian đóng giao dịch;deal closing days;thời gian hoàn thành giao dịch;time to close;ngày chốt;closing duration,metric,sum;avg;min;max,crm,
gold,crm_deals,deal_id,varchar,0,1.0,,Mã định danh duy nhất của giao dịch trong hệ thống CRM.,True,False,crm,Mã giao dịch;Deal ID;Mã số giao dịch;Transaction ID;Mã hợp đồng;Deal number;ID giao dịch;Deal identifier;Mã deal;Deal code,id,count_distinct,crm,
gold,crm_deals,deal_name,varchar,1,,,"Tên giao dịch hoặc tên cơ hội bán hàng, dùng để nhận diện cơ hội trong CRM.",True,False,crm,Tên giao dịch;Deal name;Tên cơ hội;Tên đề xuất;Deal title;Tên deal;Tên cơ hội bán hàng;Deal identifier;Tên hợp đồng,dimension,count;count_distinct,crm,
gold,crm_deals,deal_payment_status,varchar,1,,,"Trạng thái thanh toán của giao dịch, cho biết giao dịch đã được thanh toán, đang chờ hoặc chưa thanh toán.",True,False,crm,trạng thái thanh toán; t tình trạng thanh toán; status thanh toán; payment status; deal payment status; tình trạng chi trả; trạng thái chi trả; đã thanh toán chưa; có thanh toán hay không; payment condition,dimension,count;count_distinct,crm,N/A ; Offline; Online
gold,crm_deals,deal_payment_status_id,varchar,1,,1.0,Mã trạng thái thanh toán của giao dịch.,True,False,crm,trạng thái thanh toán;payment status;status thanh toán;deal payment status;deal payment status id;payment status id;id trạng thái thanh toán;trạng thái thanh toán giao dịch;deal payment status code;status thanh toán giao dịch,dimension,count;count_distinct,crm,
gold,crm_deals,deal_reason,varchar,1,,,"Nguyên nhân tạo ra giao dịch hoặc lý do thất bại, hỗ trợ phân tích nguyên nhân.",True,False,crm,lý do giao dịch;deal reason;reason of deal;nguyên nhân giao dịch;deal motivation;reason for closing;lý do ký hợp đồng;cause of deal;động cơ giao dịch;deal reason ID,dimension,count;count_distinct,crm,
gold,crm_deals,deal_reason_id,varchar,1,,1.0,Mã định danh cho lý do của giao dịch trong CRM.,True,False,crm,mã lý do giao dịch;deal reason id;reason code;id lý do;mã lý do;lý do giao dịch;deal reason identifier;reason identifier;deal loss reason id;mã lý do deal,id,count_distinct,crm,
gold,crm_deals,deal_stage_code,varchar,1,,,Mã thể hiện giai đoạn hiện tại của một giao dịch trong quy trình bán hàng.,True,False,crm,giai đoạn giao dịch;deal stage;trạng thái giao dịch;deal stage code;stage code;mã giai đoạn;mã trạng thái;status of deal;deal status;stage of deal,dimension,count;count_distinct,crm,
gold,crm_deals,deal_stage_id,varchar,1,,1.0,Mã định danh của giai đoạn trong quy trình bán hàng.,True,False,crm,giai đoạn giao dịch;deal stage;stage id;stage identifier;mã giai đoạn;deal stage code;trạng thái giai đoạn;pipeline stage;stage of deal;ID giai đoạn,id,count_distinct,crm,
gold,crm_deals,deal_stage_name,varchar,1,,,Tên giai đoạn hiện tại của giao dịch trong quy trình bán hàng.,True,False,crm,giai đoạn giao dịch;tên giai đoạn;deal stage;stage name;trạng thái giai đoạn;stage of deal;giai đoạn bán hàng;sales stage;stage of sales;tên trạng thái,dimension,count;count_distinct,crm,Signed / Ký hợp đồng ; New ; Negotiation / Đàm phán ; Lost ; Quotation Sent / Báo giá ; POC
gold,crm_deals,deal_type_id,varchar,1,,1.0,"Mã loại giao dịch, xác định kiểu hợp đồng hoặc cơ hội bán hàng.",True,False,crm,loại giao dịch;kiểu giao dịch;deal type;type of deal;deal_category;category of deal;deal_type_id;type_deal;loại hợp đồng;contract type,dimension,count;count_distinct,crm,
gold,crm_deals,due_date,timestamp(3),1,,,"Ngày đáo hạn của giao dịch, thể hiện thời hạn cần hoàn thành hoặc thanh toán.",True,False,crm,ngày đáo hạn;ngày hết hạn;deadline;due date;ngày đến hạn;ngày thanh toán;ngày chốt giao dịch;ngày cần hoàn thành;ngày cam kết,time,none,crm,
gold,crm_deals,expected_close_date,timestamp(3),1,,,Ngày dự kiến giao dịch sẽ được chốt và hoàn tất.,True,False,crm,ngày dự kiến đóng;expected close date;ngày kết thúc dự kiến;expected closing date;ngày chốt dự kiến;closing date dự kiến;ngày chốt giao dịch;expected closing date of deal,time,none,crm,
gold,crm_deals,expected_deal_value,"decimal(18,2)",1,,,"Giá trị dự kiến của giao dịch, thể hiện mức giá trị hợp đồng (doanh số) ước tính khi giao dịch thành công.",True,False,crm,giá trị dự kiến giao dịch;expected deal value;giá trị ước tính;forecasted revenue;giá trị dự đoán;estimated deal amount;giá trị hợp đồng dự kiến;expected revenue,metric,sum;avg;min;max,crm,
gold,crm_deals,expire_date,timestamp(3),1,,,Ngày mà giao dịch sẽ hết hiệu lực nếu không được ký hoặc hoàn thành.,True,False,crm,ngày hết hạn;expire date;ngày kết thúc;deadline;ngày hết hạn giao dịch;date of expiration;ngày hết hạn hợp đồng;expiration date;ngày hết hạn đề xuất;deal expiration date,time,none,crm,
gold,crm_deals,fac_date,timestamp(3),1,,,Ngày thực hiện hoạt động đầu tiên của giao dịch.,True,False,crm,ngày hoạt động đầu tiên;ngày đầu tiên của giao dịch;first activity date;ngày fac;ngày khởi tạo giao dịch;deal first activity date;ngày bắt đầu giao dịch;initial activity date,time,none,crm,
gold,crm_deals,get_live_date,timestamp(3),1,,,Ngày mà hợp đồng hoặc đề nghị bắt đầu có hiệu lực và được triển khai thực tế.,True,False,crm,ngày kích hoạt;ngày bắt đầu hoạt động;ngày ra mắt;live date;activation date;start date;ngày triển khai;date of go-live,time,none,crm,
gold,crm_deals,has_budget,boolean,1,,,Cho biết giao dịch có ngân sách dự kiến hay không.,True,False,crm,có ngân sách;has budget;budget allocated;budget flag;đã có ngân sách;budget existence;có kinh phí;budget available;có dự trù ngân sách;budget presence,dimension,count;count_distinct,crm,
gold,crm_deals,initial_source,varchar,1,,,Nguồn gốc ban đầu mà giao dịch được tạo ra.,True,False,crm,nguồn gốc ban đầu;nguồn khởi tạo;initial source;source of deal;nguồn lead;nguồn giao dịch;origin of deal;source;nguồn khách hàng;đầu vào nguồn,dimension,count;count_distinct,crm,None ; Manual ; Event ; Facebook Ads ; Messenger ; Organic Website ; Email marketing ; Organic Email ; Webinar ; Linkedin
gold,crm_deals,last_assigned_at,timestamp(3),1,,,Thời điểm cuối cùng mà giao dịch được giao cho người phụ trách.,True,False,crm,thời gian giao việc cuối;last assigned time;thời điểm giao dịch được giao lần cuối;last_assigned_at;thời gian giao cho người phụ trách;last assignment timestamp;thời gian chuyển giao cuối;last assigned date;thời gian giao việc cuối cùng,time,none,crm,
gold,crm_deals,last_contacted_activity_status,varchar,1,,,Trạng thái của hoạt động cuối cùng mà nhân viên bán hàng đã liên hệ với khách hàng trong giao dịch.,True,False,crm,trạng thái hoạt động cuối cùng;last contacted activity status;trạng thái liên hệ cuối;status of last contact;trạng thái tương tác gần nhất;last contact status;status of recent activity;trạng thái hoạt động liên hệ cuối;last activity status,dimension,count;count_distinct,crm,UNKNOWN ; MEETING ; TASK
gold,crm_deals,last_contacted_activity_time,timestamp(3),1,,,Thời gian hoạt động liên hệ cuối cùng với cơ hội bán hàng.,True,False,crm,thời gian liên hệ cuối cùng;last contact time;thời điểm liên lạc gần nhất;last contacted activity time;thời gian hoạt động cuối cùng;last activity timestamp;thời gian tương tác cuối;last interaction time;thời gian tiếp xúc cuối;last contacted time,time,none,crm,
gold,crm_deals,is_deal_locked,boolean,1,,,Cho biết giao dịch đã bị khóa và không thể chỉnh sửa dữ liệu giá trị,True,False,crm,khóa doanh thu;revenue locked;đã khóa doanh thu;is revenue locked;trạng thái khóa doanh thu;lock revenue flag;revenue lock status;đánh dấu khóa doanh thu,dimension,count;count_distinct,crm,
gold,crm_deals,next_scheduled_activity_time,timestamp(3),1,,,Thời gian dự kiến cho hoạt động tiếp theo của giao dịch trong CRM.,True,False,crm,thời gian hoạt động tiếp theo;thời gian hẹn tiếp theo;next scheduled activity time;next activity time;thời gian lịch hoạt động kế tiếp;thời gian dự kiến liên hệ tiếp;next activity scheduled time;thời gian hoạt động sắp tới,time,none,crm,
gold,crm_deals,periodicity,varchar,1,,,"Chu kỳ hoặc tần suất thanh toán, gia hạn của giao dịch trong CRM.",True,False,crm,định kỳ; tần suất; chu kỳ thanh toán; payment frequency; billing cycle; contract period; frequency; periodicity; mức độ thường xuyên; how often,dimension,count;count_distinct,crm,None ; year ; month ; quarter ; half-year
gold,crm_deals,presales_name,varchar,1,,,Tên của nhân viên tiền bán hàng (presales) phụ trách giao dịch.,True,False,crm,tên nhân viên tiền bán hàng;presales name;presales person;người tiền bán hàng;pre-sales representative;Tên presales;người hỗ trợ tiền bán hàng;pre-sales engineer;ai là người tiền bán hàng;who is the presales,dimension,count;count_distinct,crm,
gold,crm_deals,probability,bigint,1,,,"Xác suất thành công của giao dịch (0-100%), dùng để dự báo cơ hội chốt.",True,False,crm,xác suất thắng;probability;cơ hội thắng;deal win probability;chance of closing;tỷ lệ thành công;probability of closing;tỷ lệ đóng giao dịch;cơ hội chốt;win rate,metric,sum;avg;min;max,crm,
gold,crm_deals,probability_bucket,varchar,1,,,Trạng thái mô tả mức độ xác suất thành công của cơ hội bán hàng.,True,False,crm,trạng thái xác suất;probability status;xác suất thắng;win probability;trạng thái cơ hội;deal probability status;status xác suất;probability level;cấp độ xác suất;status cơ hội,dimension,count;count_distinct,crm,SUCCESS ; POTENTIAL ; FAILED ; UNCERTAIN
gold,crm_deals,project_manager,varchar,1,,,Tên người chịu trách nhiệm quản lý và giám sát dự án bán hàng trong giao dịch.,True,False,crm,người quản lý dự án;PM;quản lý dự án;trưởng dự án;người phụ trách dự án;project manager;project lead;deal manager;account manager;ai là người quản lý dự án,dimension,count;count_distinct,crm,
gold,crm_deals,quotation_status,varchar,1,,,Trạng thái hiện tại của báo giá trong quy trình bán hàng.,True,False,sales,trạng thái báo giá;quotation status;trạng thái đề xuất giá;quote status;status of quotation;trạng thái báo giá trong hợp đồng;quotation phase;status of offer,dimension,count;count_distinct,crm,None ; Requested
gold,crm_deals,recent_note,varchar,1,,,Ghi chú mới nhất được nhập cho giao dịch trong CRM.,True,False,crm,ghi chú gần nhất;note mới nhất;latest note;recent comment;bình luận gần đây;cập nhật gần nhất;deal note;ghi chú giao dịch;deal recent note;note của giao dịch,dimension,count;count_distinct,crm,
gold,crm_deals,sales_admin,varchar,1,,,Tên người quản trị bán hàng phụ trách giao dịch.,True,False,crm,người quản trị bán hàng;admin bán hàng;sale admin;người phụ trách bán hàng;người quản lý bán hàng;sales admin;sales administrator;deal admin;sales manager;account admin,dimension,count;count_distinct,crm,
gold,crm_deals,sales_account_id,varchar,1,,1.0,Mã định danh tài khoản bán hàng chịu trách nhiệm cho giao dịch.,True,False,crm,mã tài khoản bán hàng;sales account id;ID tài khoản bán hàng;sales account identifier;Mã nhân viên bán hàng;account manager id;ID nhân viên bán hàng;sales rep id,id,count_distinct,crm,
gold,crm_deals,customer_segment_l1,varchar,1,,,"Phân khúc khách hàng cấp 1 của giao dịch, thể hiện nhóm thị trường hoặc loại khách hàng chính.",True,False,crm,phân khúc cấp 1;segment L1;segment cấp 1;primary segment;segment level 1;đối tượng khách hàng chính;customer segment level 1;phân khúc chính;segment;segment category,dimension,count;count_distinct,crm,International ; Bộ Quốc phòng ; Nội bộ ; Khách hàng ngoài ; UNKNOWN
gold,crm_deals,customer_segment_l2,varchar,1,,,"Mức phân khúc khách hàng cấp 2 của giao dịch, cho biết nhóm khách hàng hoặc ngành nghề chi tiết hơn.",True,False,crm,phân khúc cấp 2;segment level 2;sub‑segment;segment l2;segment 2;nhóm phân khúc phụ;đối tượng phân khúc chi tiết;segment classification;segment tier 2;cấp độ phân khúc 2,dimension,count;count_distinct,crm,Viettel Global Partner ; Direct / Local Channel ; UNKNOWN ; Khách hàng nội bộ ; Khách hàng ngoài ; Khách hàng SI ngoài ; Khách hàng SI nội bộ
gold,crm_deals,customer_segment_l3,varchar,1,,,"Phân khúc khách hàng cấp 3 của giao dịch, mô tả chi tiết nhóm khách hàng hoặc thị trường mà cơ hội kinh doanh thuộc về.",True,False,crm,phân khúc cấp 3; segment level 3; segment L3; sub‑segment; subcategory; market sub‑segment; chi tiết phân khúc; third level segment; customer segment tier 3; phân khúc chi tiết,dimension,count;count_distinct,crm,UNKNOWN ; DNL ; BFSI ; GOV ; Unname ; Energy ; Province
gold,crm_deals,sign_date,timestamp(3),1,,,Ngày mà khách hàng ký hợp đồng trong giao dịch.,True,False,crm,ngày ký;ngày ký hợp đồng;ngày ký deal;ngày ký giao dịch;ngày ký hợp đồng bán hàng;sign date;contract signing date;deal signing date;date signed;signature date,time,none,crm,
gold,crm_deals,signing_delay_days,integer,1,,,Số ngày chậm ký hợp đồng giữa ngày dự kiến và ngày thực tế ký hợp đồng.,True,False,crm,số ngày trễ ký;độ trễ ký hợp đồng;signing delay days;delay days to sign;ngày chậm ký;thời gian trễ ký;delay in signing;số ngày chậm ký;khoảng thời gian trễ ký;signing lag days,metric,sum;avg;min;max,crm,
gold,crm_deals,stage_updated_time,timestamp(3),1,,,Thời gian cập nhật lần cuối của giai đoạn giao dịch.,True,False,crm,thời gian cập nhật giai đoạn;thời gian thay đổi giai đoạn;thời điểm cập nhật trạng thái;thời gian cập nhật trạng thái giao dịch;thời gian cập nhật stage;stage update time;stage updated time;last stage update timestamp;stage change time;deal stage update time,time,none,crm,
gold,crm_deals,deal_status,varchar,0,,,Trạng thái hiện tại của giao dịch/Deal trong CRM.,True,False,crm,trạng thái giao dịch;deal status;trạng thái;tình trạng;status;tình trạng giao dịch;status of deal;trạng thái cơ hội;deal condition;status of opportunity,dimension,count;count_distinct,crm,OPEN;CLOSED WON;CLOSED LOST
gold,crm_deals,territory_name,varchar,1,,,Tên khu vực hoặc vùng địa lý mà giao dịch được thực hiện.,True,False,crm,khu vực;vùng;địa bàn;tên khu vực;tên vùng;territory;region;area;sales territory;geographic region,dimension,count;count_distinct,crm,'Miền Bắc' ; 'Miền Nam' ; 'Philippines' ; 'Japan' ; 'Global Sale'
gold,crm_deals,updated_at,timestamp(3),1,,,Thời gian cập nhật cuối cùng của giao dịch trong CRM.,True,False,crm,thời gian cập nhật;thời điểm cập nhật cuối;last updated time;update timestamp;thời gian sửa đổi;updated_at;thời gian thay đổi;transaction last update;thời gian cập nhật giao dịch,time,none,crm,
gold,crm_deals,usd_to_vnd,double,1,,,Tỷ giá chuyển đổi từ đô la Mỹ (USD) sang đồng Việt Nam (VND) được sử dụng theo từng giao dịch,True,False,finance,tỷ giá USD/VND;đổi USD sang VND;usd to vnd rate;exchange rate USD to VND;tỷ giá chuyển đổi USD sang VND;usd/vnd conversion;đơn vị chuyển đổi USD sang VND;tỷ giá ngoại tệ USD/VND;usd to vnd exchange;rate usd to vnd,metric,sum;avg;min;max,crm,
gold,crm_deals,vnd_amount,"decimal(18,2)",1,,,"Giá trị giao dịch quy đổi sang VND, dùng để so sánh nội bộ, doanh số bán hàng",True,False,crm,số tiền VND;giá trị giao dịch VND;đơn vị tiền tệ VND;deal amount in VND;vnd amount;giá trị hợp đồng (VND);tiền VND;deal value VND;amount in Vietnamese Dong;transaction amount VND,metric,sum;avg;min;max,crm,
gold,crm_deals,warm_up_source,varchar,1,,,Nguồn gốc khởi tạo hoặc tiếp cận ban đầu của khách hàng tiềm năng trước khi chuyển sang giai đoạn giao dịch.,True,False,crm,nguồn khởi tạo;nguồn tiếp cận;warm-up source;lead source;nguồn lead;nguồn tiềm năng;cách tiếp cận ban đầu;origin of warm-up;source of initial contact;kênh khởi tạo,dimension,count;count_distinct,crm,None ; Event ; Email marketing
gold,crm_deals,opportunity_weight_pct,double,1,,,"Trọng số cơ hội kinh doanh, thể hiện mức độ ưu tiên hoặc quan trọng (0-100%)",True,False,crm,trọng số;độ ưu tiên;độ quan trọng;priority weight;deal priority;importance level;cấp độ ưu tiên;weight of deal;độ trọng số;priority score,dimension,count;count_distinct,crm,
